hw1,hw2,tw,bf1,tf1,bf2,tf2,psi,L,y
800,229,2.67,800,28.63,800,28.63,0,32000,0.684499789
300,100,1.44,300,12.95,300,12.95,-0.25,11400,0.535218508
400,200,2.72,300,11.84,300,11.84,-1,16000,0.516876974
600,400,6.97,150,6.97,150,6.97,-0.5,7200,0.457971245
1000,1000,11.61,1000,80,1000,80,0.25,30000,0.827792002
800,320,9.29,400,23.16,400,23.16,0.75,11200,0.620495441
700,233,12.6,175,12.6,175,12.6,0.75,1400,0.648686376
400,100,2.72,100,7.63,100,7.63,-1,1600,0.505658194
400,267,4.65,200,13.05,200,13.05,0.25,9600,0.475105677
700,233,8.13,525,28.46,525,28.46,-0.75,23800,0.671670495
800,400,3.35,400,30.53,400,30.53,0.5,25600,0.589318734
300,300,1.69,300,11.84,300,11.84,-0.25,4200,0.631769672
500,250,2.4,375,17.57,375,17.57,-0.5,7000,0.672537046
1000,250,11.61,250,11.61,250,11.61,-0.5,16000,0.524214924
1000,333,6.79,1000,61.58,1000,61.58,0.25,16000,0.85029412
300,120,2.57,300,5.21,300,5.21,0,2400,0.614816479
500,125,3.4,250,10.79,250,10.79,0.5,16000,0.439052226
600,150,10.8,450,10.8,450,10.8,-0.25,21600,0.546152592
300,300,12,300,18.47,300,18.47,0.25,7800,0.587773387
1000,333,4.19,1000,46.84,1000,46.84,0.5,24000,0.774934906
500,250,5.81,375,17.57,375,17.57,0,12000,0.596553659
900,300,3.77,450,36,450,36,0.75,14400,0.660345947
800,400,6.86,800,31.58,800,31.58,-0.25,12800,0.795185413
500,500,1.86,125,4.93,125,4.93,1,5000,0.369239717
300,150,1.69,225,5.57,225,5.57,0.75,3000,0.508369047
500,500,1.86,375,14.8,375,14.8,-0.25,13000,0.588317545
800,200,3.35,800,19.79,800,19.79,-0.5,20800,0.71346395
300,300,2.57,225,17.17,225,17.17,-0.5,3000,0.657406906
600,171,6.97,150,8.68,150,8.68,0.25,2400,0.546036099
1000,1000,3.71,500,5,500,5,1,32000,0.445518264
800,400,6.86,800,8,800,8,-0.75,25600,0.626703105
700,280,3.36,525,16.86,525,16.86,-1,15400,0.64719365
800,267,9.29,200,9.29,200,9.29,-0.5,4800,0.580091518
1000,500,11.61,1000,43.16,1000,43.16,0.5,20000,0.786025954
900,257,3,675,54,675,54,0.75,7200,0.824129007
300,75,1.11,225,7.22,225,7.22,0,7200,0.46277591
400,267,4.65,100,4.68,100,4.68,0,16000,0.259476196
300,86,2.57,300,20.68,300,20.68,-0.75,10800,0.606092128
500,167,20,500,38.16,500,38.16,0.5,6000,0.756708589
600,200,10.8,300,10.8,300,10.8,-1,7200,0.588617037
600,150,2,600,25.89,600,25.89,0,15600,0.687078502
800,320,6.86,600,8.21,600,8.21,-1,17600,0.604514149
700,280,2.33,700,22.47,700,22.47,-0.5,26600,0.675348597
300,120,3.48,75,3.51,75,3.51,-1,3000,0.333782002
800,229,6.86,800,58.11,800,58.11,-0.75,19200,0.82903876
1000,1000,11.61,250,11.61,250,11.61,0.25,38000,0.428613896
1000,333,3.71,250,17.24,250,17.24,0.5,22000,0.474625073
1000,1000,5.62,250,5.62,250,5.62,0.5,32000,0.358644187
700,467,4.75,700,27.63,700,27.63,-0.25,26600,0.686301201
400,133,2.72,200,16,200,16,-0.25,13600,0.490786951
300,200,1.11,150,10.34,150,10.34,-1,1800,0.595579041
400,114,1.92,200,4.21,200,4.21,-0.5,16000,0.35520596
600,300,10.8,600,14.84,600,14.84,-0.25,10800,0.6919239
500,167,9,250,16.32,250,16.32,-0.25,13000,0.535543292
700,700,2.93,525,30.39,525,30.39,0,9800,0.7378964
500,500,9,250,9,250,9,0.25,17000,0.443539963
700,175,2.6,525,34.26,525,34.26,-0.5,5600,0.818808513
400,100,3.43,200,7.89,200,7.89,-0.25,8800,0.456330242
1000,1000,3.71,500,16.05,500,16.05,0.5,4000,0.788551767
600,600,2.23,600,10.42,600,10.42,-0.25,20400,0.600039894
300,100,3.48,75,5.45,75,5.45,0,4200,0.320631272
700,175,4.75,525,38.13,525,38.13,-0.75,23800,0.703499192
700,350,8.13,175,12.71,175,12.71,0.25,2800,0.598686733
900,300,7.71,900,38.84,900,38.84,0.75,34200,0.698339293
500,333,9,375,9,375,9,0.5,5000,0.619942757
400,100,2.72,100,2.72,100,2.72,0.75,7200,0.23190921
500,200,3.4,250,17.24,250,17.24,-0.75,16000,0.537751718
600,400,2.88,150,11.45,150,11.45,-0.75,10800,0.456898034
800,267,14.4,800,55.16,800,55.16,0.5,24000,0.756934052
1000,286,4.8,500,36.32,500,36.32,0.5,16000,0.68040267
800,320,3.35,800,13.89,800,13.89,0.25,32000,0.602561939
1000,286,5.62,250,16.32,250,16.32,1,4000,0.615179111
600,400,6.97,150,6.97,150,6.97,0.75,1200,0.607472446
700,280,3.36,350,24.13,350,24.13,-0.5,19600,0.605592183
800,533,3.84,200,7.16,200,7.16,0,16000,0.409505984
300,200,1.69,225,18,225,18,0.75,6000,0.539662506
400,133,1.48,200,5.68,200,5.68,0.75,8800,0.376597128
500,167,2.4,125,2.63,125,2.63,0.25,4000,0.362737529
500,143,9,375,21.71,375,21.71,0,15000,0.599034915
600,150,5.14,600,34.74,600,34.74,0.25,4800,0.815843201
700,280,8.13,350,15.11,350,15.11,0.75,28000,0.477362388
600,240,4.08,600,6,600,6,0.5,8400,0.615936877
900,360,3.34,675,24.16,675,24.16,0,10800,0.753641268
600,171,5.14,600,32.53,600,32.53,0.5,20400,0.66571976
1000,500,4.19,500,17.89,500,17.89,-0.5,8000,0.744171698
300,120,2.04,225,5.57,225,5.57,0.75,10200,0.371350769
400,160,7.2,300,11.84,300,11.84,-1,6400,0.59297168
800,800,3.35,200,4.95,200,4.95,-0.5,4800,0.549543866
400,400,2.25,100,4.32,100,4.32,1,800,0.529347853
800,800,6.86,800,19.79,800,19.79,0.75,6400,0.809301892
1000,286,18,750,46.18,750,46.18,1,32000,0.690371139
900,450,36,450,36,450,36,-0.5,12600,0.739363839
500,143,1.86,125,8.16,125,8.16,0.75,9000,0.344763061
800,229,5.43,800,46.32,800,46.32,0.75,24000,0.727050343
400,133,2.72,400,12.84,400,12.84,0.75,7200,0.583073181
600,200,5.14,300,17.37,300,17.37,-0.75,14400,0.576065388
500,143,2.81,375,30,375,30,-0.75,17000,0.650696434
600,171,24,600,30.32,600,30.32,0.25,4800,0.807020509
700,467,12.6,175,12.6,175,12.6,0.25,16800,0.440621355
600,200,2.23,300,15.16,300,15.16,-0.75,7200,0.626275443
500,333,3.4,375,21.71,375,21.71,0,3000,0.763425499
500,250,4.29,375,28.62,375,28.62,-0.75,19000,0.637651001
300,200,1.69,225,13.03,225,13.03,-0.25,7200,0.533095983
600,300,24,600,28.11,600,28.11,-0.5,18000,0.709730522
900,450,5.06,675,44.05,675,44.05,0.5,25200,0.705592366
900,900,5.06,225,11.37,225,11.37,-0.75,21600,0.471871489
300,300,1.11,75,4.07,75,4.07,-1,9600,0.24431915
1000,667,4.19,1000,43.16,1000,43.16,1,40000,0.707214902
800,400,3.84,400,8.42,400,8.42,0.5,12800,0.536574892
600,300,3.38,150,7.03,150,7.03,0.5,4800,0.445914137
500,500,1.86,375,3.75,375,3.75,-0.75,6000,0.597297509
900,450,36,900,36,900,36,-0.25,36000,0.73748743
800,320,4.5,600,25.89,600,25.89,0.75,4800,0.787961596
700,200,2.93,525,24.59,525,24.59,-0.75,23800,0.655557942
300,150,12,75,12,75,12,0.5,3600,0.41169569
400,114,2.72,200,10.84,200,10.84,1,16000,0.385175328
700,175,3.36,525,30.39,525,30.39,1,26600,0.603796196
1000,286,8.57,250,12.63,250,12.63,0.25,18000,0.477976114
400,267,4.65,400,30.53,400,30.53,-0.5,15200,0.661053039
1000,250,8.57,500,12.37,500,12.37,0.25,28000,0.544012829
700,700,8.13,350,16.39,350,16.39,0.75,25200,0.498858791
900,300,3,900,45.47,900,45.47,1,12600,0.792015114
500,200,5.81,375,7.89,375,7.89,-0.5,14000,0.533541123
1000,1000,40,750,40,750,40,-1,6000,0.917676355
900,450,10.45,450,16.11,450,16.11,0.25,7200,0.688560826
300,75,12,75,12,75,12,0.25,2400,0.448711139
1000,333,3.71,500,27.11,500,27.11,-0.5,32000,0.636675805
600,600,2.23,300,10.74,300,10.74,-0.75,22800,0.49225356
1000,667,3.71,500,23.42,500,23.42,-0.75,12000,0.724334982
1000,1000,18,250,18,250,18,-0.5,2000,0.793564906
800,800,9.29,400,32,400,32,0.75,3200,0.798165477
500,250,2.81,375,28.62,375,28.62,-1,13000,0.660606826
900,225,5.06,900,42.16,900,42.16,0.75,19800,0.751782258
1000,500,5.62,750,15.79,750,15.79,0,6000,0.820949384
800,320,4.5,400,5.47,400,5.47,0.25,20800,0.465894859
300,86,12,75,12,75,12,0.75,8400,0.343132256
700,350,4.75,525,20.72,525,20.72,0.5,23800,0.588540545
500,500,9,125,9,125,9,0.75,11000,0.368370391
500,250,1.67,500,30.79,500,30.79,0.5,14000,0.661017791
700,280,12.6,525,12.6,525,12.6,0,21000,0.580320843
300,120,1.69,300,22.89,300,22.89,-0.25,7800,0.627138849
300,120,1,225,7.22,225,7.22,0,7800,0.455648601
800,229,3.84,200,12.32,200,12.32,-0.5,1600,0.719029374
900,225,3.77,450,6.16,450,6.16,-0.5,14400,0.572705212
600,150,2,300,19.58,300,19.58,-0.25,20400,0.544770735
900,450,7.71,450,22.74,450,22.74,-0.25,30600,0.595261995
600,240,5.14,150,9.24,150,9.24,1,21600,0.316409179
500,167,2.81,250,3.42,250,3.42,0.75,8000,0.402008221
600,300,2.88,150,4.26,150,4.26,0,10800,0.345189666
300,86,1.69,225,13.86,225,13.86,0.5,10200,0.476538196
400,200,2.72,300,17.37,300,17.37,-1,13600,0.567083488
800,800,9.29,600,28.11,600,28.11,1,11200,0.708036193
1000,1000,3.33,500,19.74,500,19.74,-0.25,10000,0.723821849
800,320,32,800,37.47,800,37.47,-0.75,25600,0.763334572
700,200,28,525,28,525,28,-0.25,22400,0.667848765
800,267,32,200,32,200,32,-0.75,4800,0.695289448
700,233,6,700,9.58,700,9.58,0.5,21000,0.575173608
1000,1000,18,500,18,500,18,-0.5,38000,0.594941229
700,700,2.93,175,3.04,175,3.04,-1,18200,0.337619878
900,600,5.06,450,19.42,450,19.42,0.75,36000,0.523718733
800,400,6.86,600,43.58,600,43.58,-0.75,32000,0.71686205
1000,250,4.8,750,21.32,750,21.32,-0.5,30000,0.681191473
600,300,6.97,450,22.74,450,22.74,1,3600,0.740293362
300,150,1.26,150,8.13,150,8.13,-1,3000,0.515013586
500,500,2.4,125,4.93,125,4.93,1,2000,0.480725025
800,800,14.4,800,19.79,800,19.79,1,22400,0.65500274
700,200,28,700,28,700,28,0.25,28000,0.666084291
500,200,2.81,250,8.95,250,8.95,0.75,8000,0.475394682
600,600,2.23,300,9.63,300,9.63,-0.5,21600,0.481159048
700,233,2.6,525,40.07,525,40.07,-0.5,7000,0.810703477
400,267,16,200,16,200,16,1,7200,0.505475805
500,500,2.4,500,12.37,500,12.37,0.5,9000,0.63281145
400,267,1.33,400,8.42,400,8.42,0,6400,0.607166016
900,900,3.34,675,29.13,675,29.13,0.75,16200,0.704021293
1000,667,4.8,500,27.11,500,27.11,-0.5,40000,0.618024599
700,280,2.93,350,9.95,350,9.95,-0.25,23800,0.491896821
900,360,6.11,675,41.57,675,41.57,-0.5,10800,0.821789988
900,257,6.11,450,22.74,450,22.74,-0.25,5400,0.767570996
300,200,2.57,75,2.57,75,2.57,-0.75,6000,0.257636232
800,229,2.97,200,7.89,200,7.89,0.75,3200,0.547749531
400,114,2.72,100,8,100,8,0.75,14400,0.273250911
800,400,4.5,600,36.95,600,36.95,0,25600,0.688236876
500,500,2.81,500,6.84,500,6.84,0.25,19000,0.513120802
700,233,28,700,35.37,700,35.37,-0.5,9800,0.815928081
900,450,6.11,225,8.05,225,8.05,0.25,27000,0.385422862
1000,286,4.19,500,27.11,500,27.11,-0.25,20000,0.667849658
900,300,36,900,38.84,900,38.84,0,32400,0.740945977
900,257,10.45,225,17.17,225,17.17,-0.75,12600,0.559140961
900,450,3.34,225,9.71,225,9.71,1,10800,0.450649219
900,257,16.2,225,16.2,225,16.2,-1,14400,0.543161621
1000,1000,3.33,500,34.47,500,34.47,0.75,18000,0.662626605
500,125,1.67,125,4.47,125,4.47,-0.75,13000,0.319590395
900,360,4.32,675,34.11,675,34.11,0,5400,0.85806742
600,400,4.08,300,4.11,300,4.11,-1,6000,0.557859643
900,360,3.77,450,36,450,36,0.25,16200,0.671795543
900,257,10.45,675,14.21,675,14.21,0.25,28800,0.592231161
400,200,3.43,300,5.21,300,5.21,0.5,8800,0.455785688
600,171,4.08,600,43.58,600,43.58,-0.75,15600,0.768223268
800,320,2.97,200,14.53,200,14.53,1,19200,0.41278
1000,250,6.79,750,35.13,750,35.13,-0.5,10000,0.836326711
500,143,3.4,375,21.71,375,21.71,-0.5,6000,0.704930383
500,200,1.67,125,4.01,125,4.01,0.75,6000,0.322968222
700,280,2.33,525,9.12,525,9.12,-0.75,18200,0.589495664
300,120,1.26,225,12.2,225,12.2,0.5,6000,0.507450231
600,600,6.97,600,34.74,600,34.74,1,16800,0.675678951
800,267,5.43,600,21.47,600,21.47,-0.75,12800,0.723788702
400,114,2.72,400,29.05,400,29.05,-0.5,12000,0.674524744
900,600,36,450,36,450,36,-0.5,12600,0.740352765
800,267,3.35,400,11.37,400,11.37,-0.5,27200,0.527632422
800,267,3.84,200,3.84,200,3.84,0.25,32000,0.283235691
800,200,3.35,600,23.68,600,23.68,0,17600,0.675483791
400,133,2.25,100,7.63,100,7.63,-0.25,14400,0.307584835
900,300,10.45,900,42.16,900,42.16,1,36000,0.694800523
300,200,1.69,150,3.71,150,3.71,-0.5,9600,0.339301644
900,360,3,450,34.34,450,34.34,0.75,18000,0.637131503
500,125,1.67,500,16.05,500,16.05,0,10000,0.64986059
700,350,2.93,350,17.68,350,17.68,-1,26600,0.54951244
500,167,3.4,500,5,500,5,1,20000,0.434756853
700,350,4.75,350,4.75,350,4.75,-0.5,11200,0.530672019
700,467,28,175,28,175,28,-0.5,2800,0.707460736
600,200,2.23,450,9.47,450,9.47,0,7200,0.636452812
400,267,7.2,100,7.2,100,7.2,1,6400,0.337422023
500,200,20,375,20,375,20,-1,19000,0.60480886
700,233,6,175,12.71,175,12.71,-1,11200,0.483836569
300,100,2.04,150,4.82,150,4.82,-0.5,10200,0.354558773
400,200,1.33,400,26.11,400,26.11,-1,13600,0.653083114
900,225,3.34,225,3.34,225,3.34,0.25,9000,0.420396927
1000,500,8.57,250,8.57,250,8.57,-1,30000,0.444296388
500,333,1.67,375,6.51,375,6.51,0.5,19000,0.445656871
800,229,6.86,600,32.53,600,32.53,0,12800,0.735857477
900,257,5.06,225,13.86,225,13.86,-0.25,9000,0.553740434
400,133,2.72,200,6.42,200,6.42,-0.75,16000,0.399265775
700,280,3.36,700,40.53,700,40.53,0.75,22400,0.697061136
1000,400,18,250,18,250,18,-1,32000,0.517960716
700,350,12.6,175,12.6,175,12.6,-0.5,12600,0.49271582
600,300,10.8,300,21.79,300,21.79,-0.25,14400,0.58623439
600,240,10.8,450,10.8,450,10.8,-0.75,12000,0.621627628
600,600,10.8,300,10.8,300,10.8,-0.25,16800,0.51642502
600,171,10.8,300,12.95,300,12.95,1,8400,0.531884123
400,114,3.43,400,24.63,400,24.63,-0.25,14400,0.632062535
600,171,3.38,300,7.42,300,7.42,-0.75,7200,0.567232552
500,500,2.4,125,5.39,125,5.39,0.25,20000,0.265461573
400,100,1.67,400,29.05,400,29.05,-1,10400,0.682827919
600,600,5.14,450,5.14,450,5.14,-0.75,7200,0.640543886
500,333,20,250,20,250,20,0.5,20000,0.508244637
1000,500,40,250,40,250,40,0,28000,0.603326739
500,125,1.67,250,8.03,250,8.03,0,11000,0.465368264
400,100,1.92,100,1.92,100,1.92,0.25,12800,0.171299541
900,360,6.11,225,18,225,18,-1,18000,0.524269728
300,75,1.44,150,3.71,150,3.71,0.75,6600,0.308515228
1000,250,5.62,250,5.62,250,5.62,1,8000,0.460989178
600,200,2.51,150,3.71,150,3.71,0.25,18000,0.271611983
300,300,1.69,300,4.11,300,4.11,-0.5,12000,0.443378984
600,200,6.97,300,22.89,300,22.89,0.75,21600,0.517612497
400,160,1.48,300,6.32,300,6.32,0.5,11200,0.440631753
500,167,2.09,125,6.32,125,6.32,-0.5,1000,0.619636242
400,133,16,200,16,200,16,-0.75,2400,0.66459703
700,280,2.6,175,4.33,175,4.33,-0.25,4200,0.500058942
700,233,3.36,700,48.26,700,48.26,0,11200,0.806482931
600,300,3.38,450,36,450,36,1,13200,0.65213213
1000,1000,4.19,1000,68.95,1000,68.95,-0.5,24000,0.861381286
1000,333,11.61,1000,57.89,1000,57.89,1,12000,0.840043031
500,125,2.81,500,28.95,500,28.95,0.75,15000,0.638294108
700,200,2.93,525,36.2,525,36.2,0,9800,0.745810233
900,900,10.45,225,10.45,225,10.45,0.5,34200,0.399442842
500,167,2.4,125,3.55,125,3.55,1,11000,0.24470504
1000,333,11.61,750,40.66,750,40.66,0.25,20000,0.746309352
1000,250,3.71,500,5,500,5,-1,40000,0.463787679
300,86,12,75,12,75,12,0.75,8400,0.343132256
800,229,3.84,200,16,200,16,0,22400,0.451969584
1000,250,4.8,1000,46.84,1000,46.84,0,34000,0.768688745
800,800,3.84,600,41.37,600,41.37,1,32000,0.648030784
900,257,7.71,225,8.88,225,8.88,-0.5,28800,0.423833767
300,300,2.04,75,2.68,75,2.68,0,10800,0.176918288
800,200,14.4,200,14.4,200,14.4,0.25,6400,0.549730257
300,150,3.48,150,3.48,150,3.48,0.75,3000,0.403281596
900,225,36,225,36,225,36,1,34200,0.521344911
600,400,2,150,7.58,150,7.58,-0.25,19200,0.350442602
300,150,12,150,12,150,12,1,9600,0.408049148
500,250,1.67,125,6.32,125,6.32,0.25,1000,0.592336062
1000,500,3.71,1000,43.16,1000,43.16,-0.25,14000,0.858618737
800,800,3.84,400,27.58,400,27.58,-1,8000,0.73525407
900,600,7.71,225,7.71,225,7.71,-1,14400,0.479558783
300,100,12,300,12,300,12,0,1800,0.705241069
300,150,1,225,17.17,225,17.17,1,9000,0.492268563
300,150,12,75,12,75,12,1,10200,0.325301797
700,200,12.6,175,12.6,175,12.6,0.25,19600,0.425981889
800,800,5.43,400,5.47,400,5.47,-0.75,28800,0.479315741
900,257,6.11,225,6.11,225,6.11,0,34200,0.353986702
300,75,12,150,12,150,12,0.25,4200,0.496168731
300,86,1,225,8.88,225,8.88,0.5,10200,0.427385639
400,160,1.67,100,8,100,8,0.5,3200,0.408021123
700,200,3.36,350,11.24,350,11.24,-0.75,23800,0.518610136
700,175,8.13,525,18.79,525,18.79,0,19600,0.619182232
400,114,2.25,300,24,300,24,1,4800,0.624155942
700,467,2.6,525,30.39,525,30.39,-1,22400,0.679005079
900,257,10.45,450,14.45,450,14.45,1,14400,0.56764835
500,250,2.81,500,30.79,500,30.79,1,15000,0.637222671
900,300,3.34,225,8.05,225,8.05,0.75,5400,0.517771566
600,150,6.97,150,9.79,150,9.79,-0.25,8400,0.454805956
700,233,4.75,350,11.24,350,11.24,-0.75,12600,0.578252658
800,200,4.5,200,9.37,200,9.37,-0.5,25600,0.408960824
1000,667,3.33,500,23.42,500,23.42,-0.25,18000,0.666462045
600,400,4.08,300,10.74,300,10.74,0.25,3600,0.651295541
900,900,5.06,900,48.79,900,48.79,1,30600,0.728362408
600,240,6.97,150,12,150,12,1,12000,0.390001309
800,533,3.84,400,12.84,400,12.84,1,19200,0.508474151
1000,250,5.62,1000,17.37,1000,17.37,-0.5,34000,0.697752375
900,257,36,225,36,225,36,0.75,19800,0.565719768
1000,286,3.71,250,4.34,250,4.34,-0.5,22000,0.40559928
300,200,12,75,12,75,12,1,7200,0.34997177
1000,667,4.8,500,12.37,500,12.37,0.5,18000,0.581510188
400,160,1.48,200,2.74,200,2.74,-0.5,13600,0.339382257
700,280,8.13,175,8.13,175,8.13,1,2800,0.532494132
700,467,3.94,525,5.25,525,5.25,-0.25,15400,0.564211564
400,100,1.67,100,3.21,100,3.21,-1,5600,0.313131433
1000,250,6.79,250,20,250,20,-0.25,24000,0.517781574
800,800,32,600,32,600,32,-0.5,22400,0.71717832
400,400,1.33,100,3.95,100,3.95,-1,7200,0.324081202
900,225,3,900,18.95,900,18.95,-0.25,18000,0.739649536
400,100,1.33,300,14.05,300,14.05,0,6400,0.591155102
300,150,5.4,75,5.4,75,5.4,0.5,7800,0.263870212
1000,500,3.71,750,26.84,750,26.84,0.25,40000,0.644681435
600,150,3.38,300,20.68,300,20.68,-0.75,12000,0.610010906
500,500,2.4,125,4.01,125,4.01,-0.75,10000,0.344249852
700,280,3.36,175,9.49,175,9.49,0.75,2800,0.550605457
300,86,3.48,300,22.89,300,22.89,0,12000,0.583063455
1000,286,18,500,18,500,18,0.75,22000,0.578254285
800,533,3.84,400,11.37,400,11.37,0.75,4800,0.669147791
900,225,3.34,675,54,675,54,-1,21600,0.780260998
1000,333,4.19,250,6.18,250,6.18,-0.5,26000,0.417414963
900,360,7.71,675,49.03,675,49.03,0,27000,0.733739908
600,600,5.14,450,29.37,450,29.37,-0.25,4800,0.791143898
900,600,7.71,450,26.05,450,26.05,0.5,16200,0.631899135
600,300,6.97,300,11.84,300,11.84,0.75,6000,0.57114569
800,400,4.5,200,4.5,200,4.5,-0.25,3200,0.571902277
500,200,4.29,250,14.47,250,14.47,-0.5,3000,0.678879728
1000,286,18,1000,46.84,1000,46.84,-0.25,28000,0.798066334
600,150,2,600,12.63,600,12.63,-0.25,13200,0.652788951
600,600,5.14,600,32.53,600,32.53,0.5,13200,0.708931268
700,280,2.33,525,34.26,525,34.26,0,18200,0.686004355
1000,250,11.61,250,20,250,20,0.75,14000,0.521999432
800,533,2.97,200,16,200,16,-0.5,11200,0.533010008
1000,667,4.8,500,14.21,500,14.21,0,14000,0.643539107
600,400,2.88,450,7.82,450,7.82,0.5,12000,0.549663773
400,267,1.92,100,6.16,100,6.16,0.5,9600,0.28539422
600,171,2.23,450,17.76,450,17.76,-0.75,10800,0.665202569
800,533,2.97,400,8.42,400,8.42,0.75,32000,0.433584633
300,200,3.48,75,5.72,75,5.72,-0.75,9000,0.291330805
400,400,2.25,200,15.26,200,15.26,1,12800,0.443450843
700,350,3.36,700,17.32,700,17.32,-0.75,22400,0.672069336
500,200,4.29,125,7.7,125,7.7,-0.25,14000,0.351465038
1000,250,4.19,1000,46.84,1000,46.84,-1,38000,0.777490733
500,167,1.67,500,36.32,500,36.32,-1,16000,0.710658686
1000,1000,3.33,250,18.16,250,18.16,0.25,20000,0.503301736
1000,667,8.57,500,32.63,500,32.63,0,34000,0.631197134
1000,400,3.71,250,18.16,250,18.16,-0.5,28000,0.50435692
400,200,3.43,200,16,200,16,-1,14400,0.500016475
1000,1000,4.8,250,11.71,250,11.71,0.25,34000,0.416442611
600,200,5.14,600,8.21,600,8.21,1,6000,0.649475029
900,300,36,675,36,675,36,-0.5,16200,0.774753526
500,250,2.81,500,17.89,500,17.89,0.5,20000,0.573606508
600,300,3.38,150,3.71,150,3.71,0,14400,0.307950785
1000,333,3.71,500,34.47,500,34.47,0,34000,0.636203184
400,100,2.72,200,9.37,200,9.37,-0.5,2400,0.617781109
400,114,1.92,300,7.42,300,7.42,0.75,14400,0.418377774
400,400,2.72,200,13.05,200,13.05,1,16000,0.409189728
600,400,2.88,300,21.79,300,21.79,-0.75,21600,0.568199023
500,500,9,375,12.04,375,12.04,0.75,6000,0.618360904
400,160,2.72,200,2.72,200,2.72,-0.5,7200,0.409596866
700,175,2.33,350,9.95,350,9.95,-1,25200,0.491227171
900,360,3.77,450,22.74,450,22.74,0.25,5400,0.742849335
700,175,28,525,28,525,28,0.25,22400,0.644526127
600,300,3.38,150,3.38,150,3.38,0.25,13200,0.298377918
800,229,3.84,200,4.21,200,4.21,0,28800,0.309145313
400,400,3.43,100,3.95,100,3.95,0.5,5600,0.311815065
300,300,2.57,225,14.68,225,14.68,-0.75,9000,0.543013165
500,125,2.81,375,28.62,375,28.62,-0.25,16000,0.634321631
1000,400,3.33,750,60,750,60,-0.75,16000,0.842109524
700,350,4.75,350,18.97,350,18.97,0.75,16800,0.538960508
300,86,1.26,225,5.57,225,5.57,-0.5,5400,0.495086935
500,250,20,500,20,500,20,-1,13000,0.670693984
400,200,1.48,100,1.74,100,1.74,0.75,10400,0.166496
800,800,14.4,800,14.4,800,14.4,0,14400,0.721534562
1000,250,4.8,250,11.71,250,11.71,1,8000,0.512986811
1000,250,4.8,250,4.8,250,4.8,-0.5,10000,0.498402372
600,400,3.38,450,17.76,450,17.76,-0.75,15600,0.635284527
700,200,4.75,350,13.82,350,13.82,0.25,25200,0.494460139
300,300,2.04,150,3.16,150,3.16,0.25,3000,0.4325683
300,300,3.48,150,5.92,150,5.92,0,11400,0.347503628
600,240,5.14,150,5.14,150,5.14,0.25,14400,0.32768706
700,233,6,175,6.26,175,6.26,1,4200,0.462754698
300,200,3.48,225,12.2,225,12.2,-0.75,6000,0.560594643
500,333,2.09,500,25.26,500,25.26,0,19000,0.637188612
500,250,2.81,250,5.26,250,5.26,0,14000,0.413299935
900,300,16.2,900,38.84,900,38.84,-0.25,30600,0.752811546
600,240,3.38,150,3.38,150,3.38,1,14400,0.257683507
900,225,5.06,900,52.11,900,52.11,-0.25,9000,0.896422362
400,267,1.92,100,7.63,100,7.63,-0.75,11200,0.343971539
300,200,3.48,225,3.48,225,3.48,-0.75,11400,0.396259702
1000,333,8.57,750,40.66,750,40.66,0.75,10000,0.789090492
400,100,7.2,100,7.2,100,7.2,0,2400,0.459105813
